Icon,Title,Description,Exclusive,Type
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_444.png,Dislikes the cold,"With the sensitivity to temperature, Mood drops by 6 when in a cold environment. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_423.png,Aversion to bronze armor,"Loses [2,4] Mood when equipped with bronze armor. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_286.png,Likes alpaca and llama,"Loves being around alpacas or llamas. Gains [20,40] Mood periodically when there's an alpaca or llama nearby. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_413.png,Aversion to Baths,"Feels aversion to baths and Mood drops by [2,4] when having a bath. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_273.png,Love cloth gear,"A cloth enthusiast. Gains 60 Mood when equipped with cloth gear. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_314.png,Terrifying Hobbies,"The taste is hard to talk about, yet irresistible. Being covered in feces adds to the excitement; gains 60 Mood when consuming it, and for the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_446.png,Dislikes scorching heat,"With the sensitivity to temperature, Mood drops by 6 when in a scorching heat environment. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_437.png,Aversion to mild cold,"When in a mild cold environment, loses [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_431.png,Aversion to Mediocre Leader,"This barbarian feels aversion and loses [2,4] Mood when led by a leader of Red or lower quality. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_302.png,Likes panther,"Feels elated when there's a panther nearby and gains [20,40] Mood at a fixed interval. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_254.png,Likes tobacco,"Likes the scent of tobacco and gains [20,40] Mood when smoking. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_427.png,Aversion to waking up,"Feels down when waking up and loses [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_445.png,Aversion to scorching heat,"In a scorching heat environment, loses [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_392.png,Dislikes staple food,"Feels nauseous and loses 6 Mood when consuming staple food. For the next 5 minutes, the rate of mood decline increases by 100%, and mood-improving effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_395.png,Aversion to sauced meat,"Eating sauced meat lowers [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]%, and mood-improving effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_442.png,Dislikes comfortable temperatures,"With the sensitivity to temperature, Mood drops by 6 when in a pleasant environment. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_291.png,Love mild cold,"Due to a special preference, gains 60 Mood when feeling the mild cold. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_293.png,Love mild heat,"Due to a special preference, gains 60 Mood when feeling the mild heat. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_439.png,Aversion to mild heat,"When in a mild heat environment, loses [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_309.png,Passionate about ostrich,"Loves ostrich in particular and gains 60 Mood at a fixed interval when there's an ostrich nearby. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_429.png,Aversion to communal living,"Hates being in a tribe with more than 10 people, and Mood drops by [2,4]. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_292.png,Likes mild heat,"A special physiological response to mild heat that gives [20,40] Mood. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_313.png,Yummy!,"Yeah, this flavor is the one - insanely stimulating and totally addictive. Being covered in feces adds to the excitement; gains 40 Mood when consuming it, and for the next 15 minutes, the rate of mood decline decreases by 50%, and mood-improvement effects increase by 100%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_290.png,Likes mild cold,"A special physiological response to mild cold that gives [20,40] Mood. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_306.png,Likes monkey,"Gains [20,40] Mood at a fixed interval when there's a monkey nearby. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_428.png,Dislikes waking up,"Feels down when waking up and loses 6 Mood. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_259.png,Love Sunny Days,"Likes sunlight and gains 60 Mood in sunny days. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125% (During this time, it can lead to a state of elation).",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_276.png,Likes bronze armor,"Likes the safety of bronze armor and gains [20,40] Mood when wearing it. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_447.png,Aversion to panther,"Gets terrified by panthers, and loses [2,4] Mood when there's a panther nearby. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_448.png,Dislikes panther,"Holds fear deep inside and loses 6 Mood when there's a panther nearby. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_424.png,Dislikes bronze armor,"Loses 6 Mood when equipped with bronze armor. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_453.png,Aversion to ostrich,"Feels aversion to ostrich and loses [2,4] Mood when living near them. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_409.png,Aversion to Snow,"Feels aversion to everything in snowy days and Mood drops by [2,4] when it snows. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_272.png,Likes cloth wears,"Likes the texture of cloth and gains [20,40] Mood when equipped with cloth gear. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_308.png,Likes ostrich,"Feels elated when there's an ostrich nearby and gains [20,40] Mood at a fixed interval. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_282.png,Likes living in herds,"Likes living in crowded places and gains [20,40] Mood with over 10 people in the tribe. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_452.png,Dislikes monkey,"Hates monkeys deeply and loses 6 Mood when living near them. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_422.png,Dislikes stone weapons,"Dislikes poorly made weapons. Mood drops by 6 when equipped with stone weapons. For the next 5 minutes, the rate of mood decline increases by 100% and Mood gain decreases by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_279.png,Love bronze weapons,"A bronze weapon enthusiast who gains 60 Mood when equipped with bronze weapons. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_245.png,Love staple food,"Feels satisfaction and gains 60 Mood when consuming staple food. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_264.png,Likes dancing,"Seems to forget about troubles and gains [20,40] Mood when dancing. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_433.png,Aversion to alpaca and llama,"Feels aversion to alpacas and llamas, and loses [2,4] Mood when there's an alpaca or llama nearby. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_449.png,Aversion to parrot,"Gets irritated by annoying parrots, and loses [2,4] Mood when there's a parrot nearby. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_256.png,Likes drinking,"Likes alcohol and gains [20,40] Mood when drinking. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_421.png,Aversion to stone weapons,"Dislikes poorly made weapons. Mood drops by [2,4] when equipped with stone weapons. For the next 5 minutes, the rate of mood decline increases by [50,75]% and Mood gain decreases by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_251.png,Love tomatoes,"A tomato enthusiast who gains 60 Mood when consuming tomatoes. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (In the duration, enters a state of elation)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_399.png,Aversion to fruits & vegetables,"Eating fruits or vegetables lowers [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]%, and mood-improving effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_301.png,Love legendary leaders,"When the leader is of red quality, the barbarian gains 60 Mood. For the next 15 minutes, the rate of mood decline decreases by 70% Mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_255.png,Love tobacco,"A tobacco enthusiast who gains 60 Mood when smoking tobacco. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (In the duration, enters a state of elation)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_277.png,Love bronze armor,"Passionate about bronze armor and gains 60 Mood when equipped with it. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_284.png,Likes outstanding leaders,"When the leader is of purple or higher quality, the barbarian gains [20,40] Mood. For the next 15 minutes, the rate of mood decline decreases by [30,50]% and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_418.png,Dislikes bone weapons,"Loses 6 Mood when equipped with bone weapons. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_412.png,Dislikes dancing,"Hates dancing due to uncoordinated limbs, and loses 6 Mood when dancing. For the next 5 minutes, the rate of mood decline increases by 100%, and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_397.png,Aversion to tomatoes,"Eating tomatoes lowers [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]%, and mood-improving effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_261.png,Love Rain,"Loves rain in particular and gains 60 Mood when it rains. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_300.png,Likes legendary leaders,"When the leader is of red or higher quality, the barbarian gains [20,40] Mood. For the next 15 minutes, the rate of mood decline decreases by [30,50]% and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_425.png,Aversion to bronze weapons,"Loses [2,4] Mood when equipped with bronze weapons. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_432.png,Dislikes Mediocre Leader,"This barbarian feels resentful and loses 6 Mood when led by a leader of Red or lower quality. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_258.png,Likes sunny days,"Likes sunlight and gains [20,40] Mood in sunny days. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_283.png,Love communal living,"Passionate about communal living and gains 60 Mood when there are more than 10 people in the tribe. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_304.png,Likes parrot,"Feels elated when there's a parrot nearby and gains [20,40] Mood at a fixed interval. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_455.png,Aversion to defecation,"Feels painful and loses [2,4,6] Mood when defecating. For the next 5 minutes, the rate of mood decline increases by [50,75,100]%, and mood-improvement effects decrease by [20,40,60]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_441.png,Aversion to comfortable temperatures,"When in a pleasant environment, loses [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_402.png,Dislikes tobacco,"Dislikes the scent of tobacco and Mood drops by 6 when smoking. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_393.png,Aversion to meat,"Eating meat lowers [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]%, and mood-improving effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_450.png,Dislikes parrot,"Feels like choking the parrot to death when hearing its voice, and loses 6 Mood when there's a parrot nearby. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_288.png,Likes to be by water,"Likes to be by water and gains [20,40] Mood when living near a water body. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_436.png,Dislikes water bodies,"When living by the water, loses 6 Mood. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_438.png,Dislikes mild cold,"With the sensitivity to temperature, Mood drops by 6 when in a mild cold environment. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_419.png,Aversion to cloth gear,"Feels aversion to low-quality costumes and Mood drops by [2,4] when equipped with cloth gear. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_263.png,Love Snow,"Loves winter in particular and gains 60 Mood when it snows. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_249.png,Love sauced meat,"Passionate about sauced meat and gains 60 Mood when consuming it. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_411.png,Aversion to dancing,"Feels aversion to dancing due to uncoordinated limbs, and loses [2,4] Mood when dancing. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_401.png,Aversion to tobacco,"Feels aversion to tobacco and Mood drops by [2,4] when smoking. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_296.png,Likes the cold,"A special physiological response to cold that gives [20,40] Mood. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_287.png,Loves alpaca and llama,"Loves being around alpacas or llamas. Gains 60 Mood periodically when there's an alpaca or llama nearby. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (Leads to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_443.png,Aversion to the cold,"When in a cold environment, loses [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_415.png,Aversion to leather gear,"Loses [2,4] Mood when equipped with leather gear. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_303.png,Passionate about panther,"Loves panthers in particular and gains 60 Mood at a fixed interval when there's a panther nearby. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_391.png,Aversion to staple food,"Feels nauseous and loses [2,4] Mood when consuming staple food. For the next 5 minutes, the rate of mood decline increases by [50,75]%, and mood-improving effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_312.png,Unusual liking,"How come it's liked this way? Being covered in feces adds to the excitement; gains 20 Mood when consuming it, and for the next 15 minutes, the rate of mood decline decreases by 30%, and mood-improvement effects increase by 75%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_270.png,Likes bone weapons,"Likes bone weapons and gains [20,40] Mood when equipped with bone weapons. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_269.png,Love leather gear,"A leather enthusiast who gains 60 Mood when equipped with leather gear. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_280.png,Likes to lie down,"Sleep is particularly important. When resting, feels a sense of well-being and gains [20,40] Mood. For the next 15 minutes, the rate of mood decline decreases by [30,50]% and mood-improvement effects increase by [75,100]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_295.png,Love comfortable temperatures,"Passionate about comfortable temperatures. When in such environments, mood increases by 60. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_297.png,Love the cold,"Due to a special preference, gains 60 Mood when feeling the cold. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_454.png,Dislikes ostrich,"Hates ostriches deeply and loses 6 Mood when there's an ostrich nearby. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_435.png,Aversion to water bodies,"When living by the water, loses [2,4] mood. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_305.png,Passionate about parrot,"Gets captivated by the alluring parrots, and gains 60 Mood at a fixed interval when there's a parrot nearby. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_281.png,Love lying down,"Likes sleeping and gains 60 Mood when resting. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_266.png,Likes Baths,"Likes baths and gains [20,40] Mood when having a bath. For the next 15 minutes, the rate of mood decline decreases by [30,50]%, and mood-improvement effects increase by [75,100]%, which can lead to a state of elation.",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_257.png,Love drinking,"Passionate about alcohol and gains 60 Mood when drinking. For the next 15 minutes, the rate of mood decline decreases by 70%, and mood-improvement effects increase by 125%. (During this time, it can lead to a state of elation.)",,Preferences
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_224.png,Archery Master,"The prey's destiny is sealed as the arrow leaves the bowstring. Using a bow grants a 20% chance to designate any hit part as a weak spot, and reduces the target's Movement Speed by 50% for 6 seconds.",Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_241.png,Experience - Battle-tested,"Has a lot of combat experience and skills. DMG taken -[40,50,60]% when fighting as a companion.",Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_229.png,Chest Breaker,"Able to quickly open any box, no matter how intricate it is. The speed of opening boxes +80%.",Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_219.png,Heartcaptor,The notorious executioner of the tribe. +12% Damage when attacking the Torso of the target.,Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_230.png,The Chosen,"There are always a few lucky folks in every village, and I'm one of them! Chance of dropping rare items +20%.",Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_222.png,Fly Cutter Assassin,"Made a name by taking down a tribal leader with a fly cutter from several meters away, leaving him bleeding out. When hitting the target, inflicts a bleeding effect that drains HP equal to 20% of self ATK per second, lasting 10s, and stackable.",Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_232.png,The Unburned,"Because of their strange skin, tribesmen see them as alien. They are not affected by burn or ignition effects.",Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_233.png,Blood Drinker,"Blood nourishment. 40% of Bleeding DMG dealt to melee targets is converted into healing. If the unit is currently Bleeding, this effect is increased to 80%.",Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_386.png,Unlucky One,The legendary figure of misfortune in the neighborhood. Chance of dropping rare items -50%.,Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_237.png,Farming Expert,Experienced in farming. The crops the character plants grow 20% faster.,Title,Title
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_236.png,Born Laborer,"Destined to be a hardworking laborer, with a 50% increase in proficiency growth rate for logging, mining.",Title,Title
