Icon,Title EN,Title PT,Description EN,Description PT,Exclusive EN,Exclusive PT,Type EN,Type PT,nome imagem,New
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0054_06_01.webp?raw=true,Bite the Bullet,Suportando Tudo,"Potential is activated under the spur of motivation. When under attack, there is a 30% chance to increase self Max Load by [20,30,50]% for 10 seconds. (CD: 30s)","O potencial é ativado sob o estímulo da motivação. Quando sob ataque, há [20,30,50]% de chance de aumentar a Carga Máxima em 20% por 10 segundos. (CD: 30s)",,Nenhum,Positive Gifts,Positivo,t1_img_0054_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0056_06_01.webp?raw=true,Fire Deterrence,Dissuasão Flamejante,"The ghastly vision of the burning body deals a crushing blow to the enemy's courage, reducing their ATK and movement speed by 10% within a [3,5,8]m radius for 10 seconds, stacking up to 3 times.","A visão aterrorizante do corpo em chamas intimida inimigos, reduzindo o ataque e a velocidade de movimento em [3,5,8] em um raio de 3 metros por 10 segundos, acumulando até 3 vezes.",,Nenhum,Positive Gifts,Positivo,t1_img_0056_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0057_06_01.webp?raw=true,Crave for Blood,Desejo de Sangue,"With the desire for blood, when attacking targets within 5 meters, has a 25% chance to convert [10,20,30]% of damage into HP restoration to self.","Com o desejo de sangue, ao atacar alvos a até 5 metros, tem [10,20,30]% de chance de converter 10% do dano em restauração de PV para si.",,Nenhum,Positive Gifts,Positivo,t1_img_0057_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0004_06_01.webp?raw=true,Enhance DEF,Aumento de DEF,"Has a higher defense than most people, DEF +[3,6,9]%.","Tem uma defesa superior à da maioria das pessoas, aumentando a DEF em +[3,6,9]%.",,Nenhum,Positive Gifts,Positivo,t1_img_0004_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0060_05_01.webp?raw=true,Surprise Attack,Ataque Surpresa,"Each part has weak spots. Has a [10%,15%,20] chance for taking any part hit as a weak spot.","Cada parte tem pontos fracos. Atacar qualquer parte tem [10, 15, 20]% de chance de considerá-la como um ponto fraco.",,Nenhum,Positive Gifts,Positivo,t1_img_0060_05_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0062_06_01.webp?raw=true,Clever Escape,Fuga Inteligente,"Stores up Stamina to make a quick getaway at any time, also recovers [10,15,25] Stamina from Hitstun. (CD: 5s)","Guarda Vigor para fazer uma fuga rápida a qualquer momento, também recupera [10,15,25] de Vigor ao sofrer Tontura. (CD: 5s)",,Nenhum,Positive Gifts,Positivo,t1_img_0062_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0064_05_01.webp?raw=true,Hardened Body,Corpo Endurecido,"When facing threats, the body tenses up instantly. During Hitstun, there is a 20% chance of gaining Superarmor for [1,2,3] seconds. (CD: 5s)","Ao enfrentar uma ameaça, retesa o corpor instantaneamente. Quando afetado por Tontura, há 20% de chance de obter [1,2,3] segundos de Corpo Robusto. (CD: 5s)",,Nenhum,Positive Gifts,Positivo,t1_img_0064_05_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0065_06_01.webp?raw=true,Head Stress Response,Resposta ao Estresse da Cabeça,"The stress response has a 20% chance to kick in when the head is attacked, DMG taken -[20,30,50]% for 5 seconds. (CD: 12s)","Ao ser atingido na cabeça, há -[20,30,50]% de chance de gerar uma resposta ao estresse, reduzindo o dano recebido em 20% nos próximos 5s. (CD: 12s)",,Nenhum,Positive Gifts,Positivo,t1_img_0065_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0066_06_01.webp?raw=true,Arm Stress Response,Resposta ao Estresse do Braço,"The stress response has a 20% chance to kick in when the arm is attacked, DMG taken -[20,30,50]% for 5 seconds. (CD: 12s)","Ao ser atingido no braço, há -[20,30,50]% de chance de gerar uma resposta ao estresse, reduzindo o dano recebido em 20% nos próximos 5s. (CD: 12s)",,Nenhum,Positive Gifts,Positivo,t1_img_0066_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0067_06_01.webp?raw=true,Torso Stress Response,Resposta ao Estresse do Tronco,"The stress response has a 20% chance to kick in when the torso is attacked, DMG taken -[20,30,50]% for 5 seconds. (CD: 12s)","Ao ser atingido no tronco, há -[20,30,50]% de chance de gerar uma resposta ao estresse, reduzindo o dano recebido em 20% nos próximos 5s. (CD: 12s)",,Nenhum,Positive Gifts,Positivo,t1_img_0067_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0005_06_01.webp?raw=true,Injury Relieve,Alívio de Lesão,"Born to be tough and resilient, DMG taken -[3,6,9]%.","Nasceu para resistir, sofre -[3,6,9]% menos dano.",,Nenhum,Positive Gifts,Positivo,t1_img_0005_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0068_06_01.webp?raw=true,Thigh Stress Response,Resposta ao Estresse da Coxa,"The stress response has a 20% chance to kick in when the thigh is attacked, DMG taken -[20,30,50]% for 5 seconds. (CD: 12s)","Ao ser atingido na coxa, há -[20,30,50]% de chance de gerar uma resposta ao estresse, reduzindo o dano recebido em 20% nos próximos 5s. (CD: 12s)",,Nenhum,Positive Gifts,Positivo,t1_img_0068_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0070_06_01.webp?raw=true,Torso Destruction,Destruição do Tronco,"Familiar with torso structure. When attacking the torso of the target, has a 20% chance to increase DMG by [10,15,25]%.","Familiarizado com a estrutura do tronco. Ao atacar o tronco do alvo, tem [10,15,25]% de chance de aumentar o Dano em 10%.",,Nenhum,Positive Gifts,Positivo,t1_img_0070_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0073_06_01.webp?raw=true,Weak Spot Enhance,Aprimoramento de Ponto Fraco,"Intentionally strengthens own weak spots. Damage taken when hit -[20,40,60]%.","Fortalece intencionalmente seus próprios pontos fracos, reduzindo o dano sofrido em -[20,40,60]% quando são atingidos.",,Nenhum,Positive Gifts,Positivo,t1_img_0073_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0074_06_01.webp?raw=true,Fight Back,Contra-Ataque,"Each joint of the body is a lethal weapon. When a body part(except head) other than the weak spots is hit by a melee attack within a 5m range, [10,15,20]% of the damage is returned back to the attacker.","Cada articulação do corpo é uma arma letal. Quando uma parte do corpo (exceto a cabeça) que não seja um ponto fraco é atingida por um ataque corpo a corpo dentro de um alcance de 5 m, [10,15,20]% do dano é devolvido ao atacante.",,Nenhum,Positive Gifts,Positivo,t1_img_0074_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0075_06_01.webp?raw=true,Weakness Thump,Golpe no Ponto Fraco,"Attacking the enemy's weak spot has a 25% chance of increasing damage by [15,20,25]%.","Atacar o ponto fraco do inimigo tem [15,20,25]% de chance de aumentar o dano em 15%.",,Nenhum,Positive Gifts,Positivo,t1_img_0075_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0077_05_01.webp?raw=true,Loadless Fast Marching,Marcha Rápida com Pouca Carga,"Unleash agility with a lighter pack. Movement Speed +[5,10,15]% when the Load is less than 50%.","Libera agilidade com uma carga mais leve. A Velocidade de Movimento aumenta em +[5,10,15]% quando a Carga está abaixo de 50%.",,Nenhum,Positive Gifts,Positivo,t1_img_0077_05_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0006_06_01.webp?raw=true,Full Vitality,Vitalidade Completa,"A rosy, glowing complexion indicates good health, Max HP +[3,6,9]%.","Complexão rosada e brilhante indica boa saúde, aumenta o PV máximo em +[3,6,9]%.",,Nenhum,Positive Gifts,Positivo,t1_img_0006_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0078_06_01.webp?raw=true,Loaded Raid,Incursão Carregada,"Travels faster despite carrying weight. When load is above 90%, Movement Speed +[10,20,40]%.","Viaja mais rápido apesar de carregar peso. Quando a carga está acima de 90%, a Velocidade de Movimento aumenta em +[10,20,40]%.",,Nenhum,Positive Gifts,Positivo,t1_img_0078_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0079_06_01.webp?raw=true,Endurance,Resistência,"After fending off an enemy attack, DEF +[30,50,80]% for 12 seconds and gains immunity to critical hits during this time. (CD: 30s)","Ao defender um ataque inimigo, aumenta a defesa em +[30,50,80]% por 12s. Durante esse período, não pode sofrer acertos críticos. (Recarga: 30s)",,Nenhum,Positive Gifts,Positivo,t1_img_0079_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0080_06_01.webp?raw=true,Defense to Offense,Defensiva para Ofensiva,"Mastered great skills for reflecting attacks. Returns a [20,35,50]% of damage to the attacker after successfully reflecting the enemy's melee attack.","Dominou grandes habilidades para refletir ataques. Retorna [20,35,50]% do dano ao atacante após refletir com sucesso o ataque corpo a corpo do inimigo.",,Nenhum,Positive Gifts,Positivo,t1_img_0080_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0082_05_01.webp?raw=true,Dodge and Strike,Esquivar e Atacar,"Successfully dodging an enemy attack increases Movement Speed +[10,20,30]%, Attack Speed +[10,20,30]%, ATK +[5,7.5,10]% for 5 seconds. (CD: 10s)","Após desviar com sucesso de um ataque inimigo, aumenta em +[10,20,30]% a Velocidade de Movimento e de Ataque, e em 7,5% o ATQ por 5s (CD: 10s)",,Nenhum,Positive Gifts,Positivo,t1_img_0082_05_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0083_06_01.webp?raw=true,Extreme Dodge,Esquiva Extrema,"Instantly recovers [15,25,35] Stamina after dodging enemy attacks.","Recupera [15,25,35] de Vigor imediatamente após esquivar-se com sucesso de um ataque.",,Nenhum,Positive Gifts,Positivo,t1_img_0083_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0086_06_01.webp?raw=true,Static Recovery,Recuperação Estática,"Life is in stillness. When remaining stationary for 15 seconds without any movement, slowly recovers HP equal to [15,20,25]% of DEF per second.","Vida em repouso. Ao ficar sem se movimentar por 15 s, inicia uma recuperação gradual, recuperando [15,20,25]% da DEF em PV por segundo.",,Nenhum,Positive Gifts,Positivo,t1_img_0086_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0007_06_01.webp?raw=true,Light Footsteps,Passos Leves,"Takes soft steps, reducing the volume footfall noise by [10,30,50]%.","Caminha com passos suaves, reduzindo o volume do barulho dos passos em [10,30,50]%.",,Nenhum,Positive Gifts,Positivo,t1_img_0007_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0092_05_01.webp?raw=true,Quick Bandaging,Bandagem Rápida,"The multi-time [3,2,1] rd place of the tribe's bandaging competition. Bandage Time -[30%,40%,50%]%","Já ganhou o terceiro lugar várias vezes no campeonato de bandagem organizado pela tribo. O tempo de bandagem é reduzido em [3,2,1].",,Nenhum,Positive Gifts,Positivo,t1_img_0092_05_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0093_06_01.webp?raw=true,Blood Absorption,Absorção de Sangue,"Satiate hunger with blood. Dealing damage to targets within 5 meters has a [5,10,15]% chance to inflict additional damage equal to 3% of their Max HP (up to 100 HP) and heal the attacker for the same amount. This effect is 5% stronger (up to 150 HP) against bleeding targets.","Sede de Sangue: ao causar dano a um alvo dentro de 5 metros, há [5,10,15]% de chance de fazê-lo perder 3% do PV máximo (até 100 pontos) e restaurar a mesma quantidade para o atacante. Se o alvo estiver sangrando, o efeito aumenta para 5% (até 150 pontos).",,Nenhum,Positive Gifts,Positivo,t1_img_0093_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0095_06_01.webp?raw=true,Fight to Death,Lutar até a Morte,"Prefers counterattack to defense. When attacked, has a 20% chance to increase own ATK by [20,30,50]% at the cost of reducing DEF by [20,30,50]% for 15 seconds. (CD: 25s)","Prefira o contra-ataque à defesa. Ao sofrer ataque há 20% de chance de aumentar o dano causado em [20,30,40]%, mas o dano sofrido também aumenta [20,30,40]%, dura 15s.(CD 25s)",,Nenhum,Positive Gifts,Positivo,t1_img_0095_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t1_img_0097_05_01.webp?raw=true,Bloodbath Recovery,Recuperação de Banho de Sangue,"Blood is life. Taking damage has a 20% chance to activate Bloodlust Recovery, restoring HP equal to [10,20,30]% of own ATK per second for 15 seconds. HP lost to Bleeding during this effect is converted into [1.0,1.25,1.5]x the amount of HP recovery. (CD: 25s)","Sangue é vida. Ao ser atacado, há [10,20,30]% de chance de lamber o sangue para se curar, restaurando 30% da vida com base no seu poder de ataque por segundo, durante 15s. Durante esse tempo, a vida perdida por sangramento será convertida em 1,5 vezes a vida recuperada. (Tempo de recarga: 25s)",,Nenhum,Positive Gifts,Positivo,t1_img_0097_05_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0001_06_01.webp?raw=true,Weapon Master,Mestre das Armas,"Proficient in a variety of weapons, DMG dealt with any weapon +10%, Attack Speed +10%.","Proficiente em uma variedade de armas, o dano causado com qualquer arma aumenta em 10% e a Velocidade de Ataque aumenta em 10%.",,Nenhum,Title,Título,t5_img_0001_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0002_06_01.webp?raw=true,Hardbone,Osso Duro,A true master of endurance. Immune to critical hits if the unit's Resilience is above 50% when attacked.,"Ninguém apanha melhor do que ele. Se a resiliência atual estiver acima de 50%, não pode sofrer acertos críticos.",,Nenhum,Title,Título,t5_img_0002_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0003_06_01.webp?raw=true,Heartcaptor,Conquistador de Corações,The notorious executioner of the tribe. +12% Damage when attacking the Torso of the target.,"Como um carrasco da tribo de reputação notória, o dano causado à região do Tronco aumenta permanentemente em 12%.",,Nenhum,Title,Título,t5_img_0003_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0004_06_01.webp?raw=true,Nightwalker,Contra-Ataque,"Get used to the dark and become a part of it. When moving at night, Movement Speed +10%, Crit +5%.",Adapte-se à escuridão e seja parte dela. Aumenta a Velocidade de Movimento em 10% e o Crít. em 5% durante a noite.,,Nenhum,Title,Título,t5_img_0004_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0005_06_01.webp?raw=true,Axe Killer,Recuperação Habilidosa,The ancestral throwing axe skill has the power to render prey fragile. Hitting a target with the throwing axe increases its DMG taken by 10% for 10 seconds.,Uma técnica ancestral de arremesso de machadinhas que pode enfraquecer a presa. Acertar um alvo com uma machadinha aumentará o dano que ele recebe em 10% por 10 segundos.,,Nenhum,Title,Título,t5_img_0005_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0006_06_01.webp?raw=true,Fly Cutter Assassin,Assassino da Faca de Arremesso,"Made a name by taking down a tribal leader with a fly cutter from several meters away, leaving him bleeding out. When hitting the target, inflicts a bleeding effect that drains HP equal to 20% of self ATK per second, lasting 10s, and stackable.","Ganhou fama ao matar um chefe de uma tribo a vários metros de distância com uma faca de arremesso, fazendo-o sangrar até a morte. É capaz de causar um efeito de sangramento de 20% do poder de ataque por segundo, com duração de 10 segundos, podendo ser acumulado.",,Nenhum,Title,Título,t5_img_0006_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0007_06_01.webp?raw=true,Lung Piercer,Profissional em Corte de Madeira,Throws off the prey's breathing rhythm. Hitting a target with the lance reduces its Stamina Recovery by 80% for 10 seconds.,"Desestabiliza a respiração do alvo, fazendo a presa entrar em pânico. Acertar um alvo com uma lança reduzirá sua capacidade de recuperação de vigor em 80% por 10 segundos.",,Nenhum,Title,Título,t5_img_0007_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0008_06_01.webp?raw=true,Archery Master,Aceleração sob Estresse,"The prey's destiny is sealed as the arrow leaves the bowstring. Using a bow grants a 20% chance to designate any hit part as a weak spot, and reduces the target's Movement Speed by 50% for 6 seconds.",O destino da presa é selado no momento em que a flecha deixa o arco. Arcos têm 20% de chance de considerar qualquer parte do corpo atingida como um ponto fraco e reduzir a velocidade de movimento do alvo em 50% por 6 segundos.,,Nenhum,Title,Título,t5_img_0008_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0009_06_01.webp?raw=true,Expert Craftsman,Origem - Artesão,"Skilled in crafting, the proficiency growth rate for cooking and crafting +50%.","Hábil em artesanato, a taxa de crescimento da proficiência em culinária e artesanato aumenta em 50%.",,Nenhum,Title,Título,t5_img_0009_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0010_06_01.webp?raw=true,Skilled Hand,Não gosta de calor ameno,"Skilled in crafting, the proficiency growth rate for weapon crafting, armor crafting, and alchemy +50%.","Hábil em artesanato, a taxa de crescimento da proficiência em fabricação de armas, fabricação de armaduras e alquimia aumenta em 50%.",,Nenhum,Title,Título,t5_img_0010_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0011_06_01.webp?raw=true,Butcher In Woods,Açougueiro na Floresta,Animal killer; Damage dealt to non-human creatures +10%.,"Assassino de animais, aumenta o dano em 10% contra criaturas não humanas.",,Nenhum,Title,Título,t5_img_0011_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0012_06_01.webp?raw=true,Death Bringer,Determinado,"Gets a rush from attacking near-death enemies or enemies below 30% of Max HP, gaining a 25% chance to increase ATK and Movement Speed by 20%, and Attack Speed by 10% for 8 seconds. (CD: 30s)","Atacar inimigos com PV abaixo de 30% ou em estado crítico causar entusiasmo, com 25% de chance de aumentar temporariamente o poder de ataque em 20%, a velocidade de movimento em 20%, e a velocidade de ataque em 10%, por 8 segundos. (CD: 30s)",,Nenhum,Title,Título,t5_img_0012_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0013_06_01.webp?raw=true,Chest Breaker,Mais e Mais Coragem,"Able to quickly open any box, no matter how intricate it is. The speed of opening boxes +80%.","Capaz de abrir rapidamente qualquer caixa, não importa quão intrincada seja. A velocidade de abertura de caixas aumenta em 80%.",,Nenhum,Title,Título,t5_img_0013_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0014_06_01.webp?raw=true,The Chosen,Uma predileção por frio,"There are always a few lucky folks in every village, and I'm one of them! Chance of dropping rare items +20%.","Em cada vila, sempre há algumas pessoas com muita sorte, e eu sou uma delas. A probabilidade de queda de itens raros aumenta em 20%.",,Nenhum,Title,Título,t5_img_0014_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0015_06_01.webp?raw=true,Mad Worker,Tiro Rápido,Tireless as a machine and make people worry about the mental health. Max Morale +100%.,"Incansável como uma máquina, as pessoas até se preocupam com sua saúde mental. O Moral Máximo aumenta em 100%.",,Nenhum,Title,Título,t5_img_0015_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0016_06_01.webp?raw=true,The Unburned,Ignífugo,"Because of their strange skin, tribesmen see them as alien. They are not affected by burn or ignition effects.","A estrutura de sua pele é incomum, fazendo com que os membros da tribo o vejam como um estranho. Efeitos de queimadura ou incineração não causam nenhum dano.",,Nenhum,Title,Título,t5_img_0016_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0017_06_01.webp?raw=true,Blood Drinker,Absorção de Sangue,"Blood nourishment. 40% of Bleeding DMG dealt to melee targets is converted into healing. If the unit is currently Bleeding, this effect is increased to 80%.","Transforma sangue em vida. Ao causar dano de sangramento a inimigos próximos, 40% do dano vira cura. Se estiver sangrando, a cura aumenta para 80%.",,Nenhum,Title,Título,t5_img_0017_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0019_06_01.webp?raw=true,Skilled Work Expert,Recuperação Habilidosa,"Attentive to details. Proficiency growth rate for weaving, potting, and leatherworking +50%.","Atento aos detalhes. A taxa de crescimento da proficiência em tecelagem, cerâmica e curtume aumenta em 50%.",,Nenhum,Title,Título,t5_img_0019_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0020_06_01.webp?raw=true,Manual Labor Expert,Origem - Trabalhador,"Good at heavy works. Proficiency growth rate for wood planing, stone cutting, and kilning +50%","Bom em trabalhos pesados, com um aumento de 50% na taxa de crescimento da proficiência com madeira, pedra e forno.",,Nenhum,Title,Título,t5_img_0020_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0024_06_01.webp?raw=true,Born Laborer,Origem - Trabalhador,"Destined to be a hardworking laborer, with a 50% increase in proficiency growth rate for logging, mining.","Destinado a ser um trabalhador esforçado, com um aumento de 50% na taxa de crescimento da proficiência em corte de madeira e mineração.",,Nenhum,Title,Título,t5_img_0024_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0025_06_01.webp?raw=true,Farming Expert,Perito em Agricultura,Experienced in farming. The crops the character plants grow 20% faster.,Tem bastante experiência com agricultura: as plantações cultivadas pessoalmente crescem 20% mais rápido.,,Nenhum,Title,Título,t5_img_0025_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t5_img_0026_06_01.webp?raw=true,Expert Slaughter,Especialista em abate,The best slaughter in the village; output from slaughtering animals increases by 20%.,O melhor açougueiro da vila: aumenta em 20% os recursos obtidos ao abater animais.,,Nenhum,Title,Título,t5_img_0026_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t6_img_0001_06_01.webp?raw=true,Experience - Battle-tested,Experiência - Testado em Batalha,"Has a lot of combat experience and skills. DMG taken -[40,50,60]% when fighting as a companion.","Tem muita experiência em combate e habilidades que podem reduzir todo o Dano Sofrido em -[40,50,60]% ao lutar como um companheiro.",,Nenhum,Title,Título,t6_img_0001_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t10_img_0001_06_01.webp?raw=true,Famous Trash,Chama da Amizade,"Fragile mind is easy to break, Max Morale -50%.","Mente frágil é fácil de quebrar, o que reduz o Moral Máximo em 50%.",,Nenhum,Title,Título,t10_img_0001_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t10_img_0002_06_01.webp?raw=true,Unlucky One,Gosta de macacos,The legendary figure of misfortune in the neighborhood. Chance of dropping rare items -50%.,Figura lendária de azar na região. A chance de dropar itens raros é reduzida em 50%.,,Nenhum,Title,Título,t10_img_0002_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t10_img_0003_06_01.webp?raw=true,Born Revolt,Saúde Precária,"Carries an unparalleled sense of self-importance, and never has recognition for others. The speed at which Recognition declines increases by 200%; when Recognition drops too low, defects the tribe with some assets; when Recognition falls below 400, reveals True Self, DMG dealt when attacking from the back of the enemy increases by 15%.","Extremamente arrogante e nunca se importa com os outros. A taxa de queda de reconhecimento aumenta em 200%. Quando o reconhecimento estiver muito baixa, deserta com parte dos recursos da tribo. Quando o reconhecimento cai abaixo de 400, revela sua verdadeira natureza e causa 15% a mais de dano ao atacar o alvo por trás.",,Nenhum,Title,Título,t10_img_0003_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t10_img_0004_06_01.webp?raw=true,The Flammable,Suportando Tudo,"The greasy body seems as though it's been soaked in an oil tank. When ignited, the HP loss will be doubled.","Seu corpo é oleoso como se estivesse coberto por óleo, o dano por queimadura é dobrado quando o corpo está em chamas.",,Nenhum,Title,Título,t10_img_0004_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t3_img_0002_06_01.webp?raw=true,Tribe - Power of Erosion,Tribo: Poder da Erosão,"As people from Claw Tribe, DMG to Flint Tribe, Fang Tribe, Outcast, and Plunderers enemies +[2,5,8]%.","Como membro da Tribo Garra, seu dano a inimigos da Tribo Pederneira, Tribo Presa, Exilados e Saqueadores aumenta em +[2,5,8]%.",Claw,Garra,Tribe,Tribo,t3_img_0002_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t3_img_0003_06_01.webp?raw=true,Tribe - Wild Power,Tribo: Poder Selvagem,"As people from Claw Tribe, Crit DMG +[6,8,10]% permanently.","Como membro da Tribo Garra, seu Dano Crít. aumenta permanentemente em +[6,8,10]%.",Claw,Garra,Tribe,Tribo,t3_img_0003_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t3_img_0004_06_01.webp?raw=true,Tribe - Power of Crit,Tribo: Poder de Ataque Crítico,"As people from Claw Tribe, Crit Rate +[2,5,8]% permanently.","Como membro da Tribo Garra, sua Taxa de Crít. aumenta permanentemente em +[2,5,8]%.",Claw,Garra,Tribe,Tribo,t3_img_0004_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t3_img_0010_06_01.webp?raw=true,Tribe - Crit DMG & Cold Resist,Tribo: Resistência ao Frio e Dano Crít.,"The Claw Tribe living in the Snow Mountain has developed natural resistance; Cold Resist +[5,10,15], Crit DMG +[6,8,10]%.","Membros da Tribo Garra que vivem há muito tempo na Montanha Nevada desenvolveram resistência natural, aumentando a Resistência ao Frio em 15 e o Dano Crít. em +[5,10,15].",Claw,Garra,Tribe,Tribo,t3_img_0010_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t3_img_0011_06_01.webp?raw=true,Tribe - Crit & Cold Resist,Tribo: Crít. e Resistência ao Frio,"The Claw Tribe living in the Snow Mountain has developed natural resistance; Cold Resist +[5,10,15], Crit +[2,5,8]%.","Membros da Tribo Garra que vivem há muito tempo na Montanha Nevada desenvolveram resistência natural, aumentando a Resistência ao Frio em 10 e a Taxa de Crít. em +[5,10,15].",Claw,Garra,Tribe,Tribo,t3_img_0011_06_01.webp,
https://github.com/fantasfor/Soulmask/blob/main/Talentos/IconesTalentos/t3_img_0016_06_01.webp?raw=true,Tribe - Crit DMG & Radiation Resist,Tribo: Dano Crít. e Resistência à Radiação,"The Claw Tribe living in the Wasteland has developed natural resistance; Radiation Resist +[5,10,15], Crit DMG +[6,8,10]%.","Membros da Tribo Garra que vivem há muito tempo nas estepes desenvolveram resistência natural, aumentando a Resistência à Radiação em 15 e o Dano Crít. em +[5,10,15].",Claw,Garra,Tribe,Tribo,t3_img_0016_06_01.webp,
