Icon,Title EN,Title PT,Description EN,Description PT,Exclusive EN,Exclusive PT,Type EN,Type PT
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_437.png,Aversion to mild cold,Aversão ao frio ameno,"When in a mild cold environment, loses [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.","Em um ambiente de frio ameno, perde 2 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_438.png,Dislikes mild cold,Não gosta de frio ameno,"With the sensitivity to temperature, Mood drops by 6 when in a mild cold environment. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)","Com sensibilidade à temperatura, o Humor cai 6 quando em um ambiente de frio ameno. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100% e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_439.png,Aversion to mild heat,Aversão ao calor ameno,"When in a mild heat environment, loses [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.","Em um ambiente de calor ameno, perde 2 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_440.png,Dislikes mild heat,Não gosta de calor ameno,"With the sensitivity to temperature, Mood drops by 6 when in a mild heat environment. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)","Com sensibilidade à temperatura, o Humor cai 6 quando em um ambiente de calor ameno. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100% e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_441.png,Aversion to comfortable temperatures,Aversão a temperaturas confortáveis,"When in a pleasant environment, loses [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.","Em um ambiente de temperatura confortável, perde 2 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_442.png,Dislikes comfortable temperatures,Não gosta de temperaturas confortáveis,"With the sensitivity to temperature, Mood drops by 6 when in a pleasant environment. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)","Com sensibilidade à temperatura, o Humor cai 6 em um ambiente de temperatura confortável. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100% e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_443.png,Aversion to the cold,Aversão ao frio,"When in a cold environment, loses [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.","Em um ambiente frio, perde 2 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_444.png,Dislikes the cold,Não gosta do frio,"With the sensitivity to temperature, Mood drops by 6 when in a cold environment. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)","Com sensibilidade à temperatura, o Humor cai 6 em um ambiente frio. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100% e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_445.png,Aversion to scorching heat,Aversão ao calor escaldante,"In a scorching heat environment, loses [2,4] Mood. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.","Em um ambiente de calor escaldante, perde 2 de Humor. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em [2,4] e os efeitos de melhoria do humor diminuem em [50,75]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_446.png,Dislikes scorching heat,Não gosta de calor escaldante,"With the sensitivity to temperature, Mood drops by 6 when in a scorching heat environment. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)","Com sensibilidade à temperatura, o Humor cai 6 em um ambiente de calor escaldante. Pelos próximos 5 minutos, a taxa de queda do humor aumenta em 100% e os efeitos de melhoria do humor diminuem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_447.png,Aversion to panther,Desgosto por leopardos,"Gets terrified by panthers, and loses [2,4] Mood when there's a panther nearby. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.","Possui um grande medo de leopardos e por isso perde 2 pontos de Humor na presença deles. Por 5 minutos, a taxa de queda de Humor é aumentada em [2,4] e os pontos de Humor adquiridos reduzem em [50,75]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_448.png,Dislikes panther,Aversão a leopardos,"Holds fear deep inside and loses 6 Mood when there's a panther nearby. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)","Possui um medo irracional de leopardos e por isso perde 6 pontos de Humor na presença deles. Por 5 minutos, a taxa de queda de Humor é aumentada em 100% e os pontos de Humor adquiridos reduzem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_449.png,Aversion to parrot,Desgosto por papagaios,"Gets irritated by annoying parrots, and loses [2,4] Mood when there's a parrot nearby. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.","Se irrita facilmente com papagaios e por isso perde 2 pontos de Humor na presença deles. Por 5 minutos, a taxa de queda de Humor é aumentada em [2,4] e os pontos de Humor adquiridos reduzem em [50,75]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_450.png,Dislikes parrot,Aversão a papagaios,"Feels like choking the parrot to death when hearing its voice, and loses 6 Mood when there's a parrot nearby. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)","Se enfurece só de ouvir o som de papagaios, perdendo 6 pontos de Humor na presença deles. Por 5 minutos, a taxa de queda de Humor é aumentada em 100% e os pontos de Humor adquiridos reduzem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_452.png,Dislikes monkey,Aversão a macacos,"Hates monkeys deeply and loses 6 Mood when living near them. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)","Odeia macacos e perde 6 pontos de Humor na presença deles. Por 5 minutos, a taxa de queda de Humor é aumentada em 100% e os pontos de Humor adquiridos reduzem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_453.png,Aversion to ostrich,Desgosto por avestruzes,"Feels aversion to ostrich and loses [2,4] Mood when living near them. For the next 5 minutes, the rate of mood decline increases by [50,75]% and mood-improvement effects decrease by [20,40]%.","Não gosta de avestruzes e por isso perde 2 pontos de Humor na presença deles. Por 5 minutos, a taxa de queda de Humor é aumentada em [2,4] e os pontos de Humor adquiridos reduzem em [50,75]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_454.png,Dislikes ostrich,Aversão a avestruzes,"Hates ostriches deeply and loses 6 Mood when there's an ostrich nearby. For the next 5 minutes, the rate of mood decline increases by 100% and mood-improvement effects decrease by 60%. (In the duration, enters a state of melancholy)","Odeia avestruzes e perde 6 pontos de Humor na presença deles.Por 5 minutos, a taxa de queda de Humor é aumentada em 100% e os pontos de Humor adquiridos reduzem em 60%. (Neste período, entra em um estado de melancolia.)",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_455.png,Aversion to defecation,Aversão à defecação,"Feels painful and loses [2,4,6] Mood when defecating. For the next 5 minutes, the rate of mood decline increases by [50,75,100]%, and mood-improvement effects decrease by [20,40,60]%.","Defecar é uma tarefa dolorosa, resultando em uma diminuição de 2 pontos no Humor ao fazê-lo. Por 5 minutos, a taxa de queda de Humor é aumentada em [2,4,6] e os pontos de Humor adquiridos reduzem em [50,75,100]%.",,Nenhum,Preferences,Preferências
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_101.png,Overwhelming Force,Força Esmagadora,"Each strike carries tremendous force. When damaging a target, an extra 15 Stamina is consumed to increase the damage by [5,10,15]% and drain [5,7.5,10] Stamina from the target.","Cada golpe é esmagador. Ao causar dano, consome 15 de vigor para aumentar o dano em [5,10,15]% e reduz 7,5 de vigor do inimigo.",Claw,Garra,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_112.png,Fatal Rhythm,Ritmo Fatal,"Controls the rhythm of the battle, and gains 1 stack of boosts for ATK +[2,3,4]% and Attack Speed +[2,3,4]% when attacking enemies while maintaining over 70% Stamina, lasting for 10 seconds and stacking up to 5 times. (Removes all effects if conditions are not met)","Controle total do ritmo de batalha. Quando ataca inimigos com o vigor acima de 70%, ganha um bônus de +[2,3,4]% no ataque e na velocidade de ataque por 10 segundos, acumulando até 5 vezes. Se o vigor não estiver acima de 70%, todos os efeitos acumulados são removidos.",Claw,Garras,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_119.png,Morale Dampener,Quebrar o Moral Inimigo,"The ferocious attacks instill fear in enemies' hearts. When hitting the target, has a [5,10,15]% chance to reduce their ATK by 3%, DEF by 2% and Movement Speed by 5% for 15s, stacking up to 5 times.","A ferocidade do ataque intimida os inimigos, acertos têm [5,10,15]% de chance de prejudicar o alvo, reduzindo o ATQ em 3%, DEF em 2% e Velocidade de Movimento em 5%, por 15 segundos; máximo de 5 acúmulos.",Claw,Garra,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_144.png,Tit for Tat,Dente por Dente,"Endure the pain to retaliate. When attacked, there is a 20% chance of storing and dealing all received damage to enemies for [4,6,8]s. (CD: 30s)","Reage fortemente à dor e, ao ser atacado, tem [4,6,8] de chance de acumular dano por 4s. Durante este período, ao atacar inimigos, libera todo o dano acumulado (CD: 30s)",Claw,Garra,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_51.png,Raging Inferno,Fúria em Chamas,"Reduces the burn effect caused by flames. When the body is ignited, each attack gains a damage boost equal to the ignition damage taken, stacking up to 10 times.","Reduz o efeito de queimadura causado por chamas. Ao ser incendiado, cada ataque contra inimigos concede um acúmulo de bônus de dano igual ao dano recebido por ignição, acumulando até 10 vezes.",Claw,Garra,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_57.png,Getting Braver,Mais e Mais Coragem,"[Claw Exclusive] Attack enemies 5m from self for a 15% chance to gain a stack of Crit +[2,3,4]%, Crit Resist +[2,3,4]%, Crit DMG +[2,3,4]%, Movement Speed +[2,3,4]% for 30 seconds, stacking up to 5 times.","Atacar inimigos de perto dentro de 5 m tem 15% de chance de ganhar um acúmulo de bônus que aumenta o Crít., Resistência a Crít., Dano Crít. e Velocidade de Movimento em +[2,3,4]% por 30 segundos, máximo de 5 acúmulos.",Claw,Garra,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_51.png,Raging Inferno,Fúria em Chamas,"Reduces the burn effect caused by flames. When the body is ignited, each attack gains a damage boost equal to [1.5,2]x the ignition damage taken, stacking up to 10 times.","Reduz o efeito de queimadura causado por chamas. Ao ser incendiado, cada ataque contra inimigos concede um acúmulo de bônus de dano igual a 1,5x o dano por ignição, acumulando até 10 vezes.",Claw,Garra,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_128.png,Refined Tool,Ferramentas Refinadas,"Crafting tools with inventive skills. Probability of producing high-quality tools +[5,7.5,10]%.","Ferramentas feitas com excelência. Ao fabricar ferramentas, aumenta em 7,5% a chance de criar itens de alta qualidade.",Craftman,Artesãos,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_136.png,Crafting Speed Up,Aceleração na Criação por Artesão,"Skilled in processing, the time required for completing crafting quests is reduced by [10,20,30]%.","Habilidade em processamento, o tempo necessário para completar missões de artesanato é reduzido em [10,20,30]%.",Craftman,Artesão,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_137.png,Accelerate Weapon Crafting,Aceleração de Fabricação de Armas,"Experienced in weapon crafting, the time required to complete weapon crafting quests is reduced by [10,20,30]%.","Experiência em fabricação de armas, o tempo necessário para completar missões de fabricação de armas é reduzido em [10,20,30]%.",Craftman,Artesão,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_138.png,Accelerate Armor Crafting,Aceleração de Fabricação de Armaduras,"Skilled in armor forging, the time required for armor crafting quests is reduced by [10,20,30]%.","Habilidade em artesanato de armaduras tradicionais, o tempo necessário para missões de fabricação de armaduras é reduzido em [10,20,30]%.",Craftman,Artesão,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_141.png,Accelerate Alchemy,Acelerar Alquimia,"Talented in alchemy, the time required for alchemy quests is reduced by [10,20,30]%.","Talentoso em alquimia, o tempo necessário para missões de alquimia é reduzido em [10,20,30]%.",Craftman,Artesão,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_142.png,Accelerate Cooking,Acelerar Culinária,"Experienced in cooking, the time required to complete cooking is reduced by [10,20,30]%.","Experiente em culinária, o tempo necessário para cozinhar alimentos é reduzido em [10,20,30]%.",Craftman,Artesão,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_116.png,Poisoned Body,Corpo Envenenado,"Full of lethal poison, each attack has a [5,10,15]% chance of inflicting a stack of 10-sec Poison effect (DMG Over Time, Stamina Loss, Weak Spirit), stacking up to 5 times.","Com o corpo cheio de veneno letal, cada ataque tem [5,10,15]% de chance de infligir um acúmulo de 10 segundos de Veneno (Sangramento, Perda de Vigor, Espírito Fraco), máximo de 5 acúmulos.",Fang,Presa,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_146.png,Pouring Rage,Derramamento de Ira,"Accumulate rage and deal a fatal blow. When attacked, there is a 20% chance of storing the received damage for [4,6,8]s, then dealing all stored damage to enemies in 8s. (CD: 30s)","Acumula ira para dar um golpe fatal. Ao ser atacado, tem [4,6,8] de chance de acumular todo o dano recebido por 4s. Nos 8s seguintes ao acúmulo, ao atacar inimigos, libera todo o dano acumulado (CD: 30s)",Fang,Presa,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_147.png,Strikeback,Reação Tardia,"Strike upon discerning the enemy's maneuver. Dodging 2 enemy attacks (the interval of each attack is less than 6s) in succession grants you the ability to ignore the enemy's defense for [3,5,7]s.","Lê o ataque inimigo para agir oportunamente. Após esquivar com sucesso de 2 ataques do inimigo (com não mais de 6s entre eles), nos próximos 3s, seus ataques ignoram a defesa do inimigo.",Fang,Presa,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_149.png,Desperate Response,Instinto de Sobrevivência,"When near death, a strong will to survive flares up, capping HP loss at [5,4,3]% per hit once below 30% of max HP. (Will not trigger if damage taken is greater than Max HP)","Quando à beira da morte, um forte instinto de sobrevivência é ativado: ao ter menos de [5,4,3]% dos PV, a cada ataque recebido, perde no máximo 5% do PV máximo, Não é ativado se o dano tomado é maior que o limite de PV.",Fang,Presa,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_151.png,Blood Staunching,Supressão de Sangramento,"The blood clots unnaturally fast. When hit, there's a [5,10,15]% chance to instantly remove any Bleed effect and become immune to Bleed for 12 seconds. (CD: 30s)","Coagulação acelerada. Ao ser atacado, há [5,10,15]% de chance de remover o efeito de sangramento e impedir novos efeitos de sangramento por 12s. (Recarga: 30s)",Fang,Presa,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_87.png,Calm and Peaceful,Calmo e Composto,"Fight with grace and elegance. Gain a stat boost after receiving no damage for 12 seconds, ATK +[1,1.5,2]%, Attack Speed +2%, Crit +[2,2,3]%, Crit DMG +[2,3,4]% at the cost of taking slightly higher damage, stacking up to 5 times; taking damage removes 1 stack each time.","Enfrenta o combate com elegância e calma: ao passar 12 segundos sem sofrer dano, você ganha 1 acúmulo que aumenta o ataque em +[2,2,3]%, a velocidade de ataque em +[2,3,4]%, a chance de crítico em 3% e o dano crítico em 4%, mas também aumenta levemente o dano recebido. Pode acumular até 5 vezes. Sofrer dano remove 1 acúmulo.",Fang,Presa,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_89.png,Logging Pro,Profissional em Corte de Madeira,"Cuts down trees without damaging their roots, greatly reducing the time required for the felled trees to regrow by [20,30,40]%.","Corta árvores sem danificar suas raízes, reduzindo o tempo necessário para as árvores derrubadas regenerarem em [20,30,40]%.",Fang,Presa,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_90.png,Vein Protection,Proteção de Veios,"Mine minerals without damaging the veins. Mine Regen Time -[20,30,40]%.","Minera sem danificar os veios, reduzindo o Tempo de Regeneração da Mina em -[20,30,40]%.",Fang,Presa,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_91.png,Planting Pro,Perito em Plantio,"Tends crops meticulously and with extra care. Output of planted and harvested plants +[10,15,20]%.","Cultivador meticuloso de plantações. A produção de plantas plantadas e colhidas por si aumenta em +[10,15,20]%.",Fang,Presa,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_96.png,Tear Wound,Laceração,"Ruptures the wound. Damage dealt to bleeding targets +[5,10,15]%.","Rutura a ferida, aumentando o dano causado a alvos sangrando em +[5,10,15]%.",Fang,Presa,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_103.png,Endurance Burst,Explosão de Resistência,"Stop tolerating when you cannot. After successfully defending against enemy attacks, if Stamina is above 60%, recovers Resilience by [10,20,30] and gains a stack of 10% increase in DEF. When reaching more than 5 stacks, enters the burst status that deals [50,75,100]% more damage for 6 seconds.","Pare de tolerar quando não puder. Após defender com sucesso contra-ataques inimigos, se o Vigor estiver acima de [10,20,30], recupera 20 de Resiliência e ganha um acúmulo de [50,75,100]% de aumento na DEF. Ao atingir mais de 5 acúmulos, entra no estado de explosão, que causa 75% a mais de dano por 6 segundos.",Flint,Pederneira,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_105.png,Insight DEF,DEF de Percepção,"Detects enemy's defensive deficiencies. Ignores the enemy's DEF within [3,5,7] seconds after reflecting the enemy's attack. (CD: 30s)","Detecta deficiências defensivas do inimigo. Ignora a DEF do inimigo dentro de [3,5,7] segundos após refletir o ataque do inimigo. (CD: 30s)",Flint,Pederneira,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_114.png,Avoid Vitals,Evitando Órgãos Vitais,"The greater the distance, the less dangerous the threat. When hit by a ranged attack from 10 meters away, there's a 20% chance to reduce the damage taken by [30,50,80]%.","Quanto maior a distância, menor a ameaça. Ao ser atacado de mais de 10 metros, há [30,50,80]% de chance de reduzir o dano recebido em 30%.",Flint,Pederneira,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_126.png,Refined Armor,Armadura Refinada,"Skilled in crafting. Probability of forging high-quality armor +[5,7.5,10]%.","Habilidade em artesanato, a probabilidade de forjar armaduras de alta qualidade aumenta em 7,5%.",Flint,Pederneira,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_127.png,Weapon Enhancement,Aprimoramento de Armas,"Artisanal forging. Probability of producing high-quality weapons +[5,7.5,10]%.","Artesanato de alta qualidade, a probabilidade de produzir armas de alta qualidade aumenta em 7,5%.",Flint,Pederneira,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_148.png,Stimulate Morale,Incentivo do Moral,"Pain awakens self-hatred and activates potential. When attacked, has a [10,15,20]% chance to enter the heart flow, triggering all talents of self that requires triggering within [5,7.5,10]s. (CD: 25s)","A dor desperta o ódio e ativa o potencial. Ao sofrer ataques, tem [10,15,20]% de chance de entrar em um estado de fluxo, onde dentro de 7,5s todos os talentos com chance de ativação serão ativados. (CD: 25s)",Flint,Pederneira,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_63.png,Firm Will,Vontade Firme,"Firm and unshakable. Has a [15,20,25]% chance to become immune to Hitstun effects. (CD: 5s)","Vontade firme e inabalável. Tem [15,20,25]% de chance de se tornar imune a efeitos de Tontura. (CD: 5s)",Flint,Pederneira,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_86.png,Tactical Dodge,Esquiva Tática,"Successfully dodging an enemy attack reset the talent cooldown (CD: [60,45,30]s).","Ao esquivar de um ataque inimigo, remove o tempo de recarga dos talentos. (Recarga: 60s)",Flint,Pederneira,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_143.png,Rock-like Resolve,Vontade de Rocha,"After fending off an enemy attack, increases own Coma, Paralysis, and Bleed resistance by [30,50,80]% for 12 seconds. (CD: 30s)","Ao defender um ataque, aumenta a resistência a tontura, paralisia e sangramento em [30,50,80]% por 12s. (Recarga: 30s)",Guard,Guardas,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_40.png,Multiple Shooting,Múltiplos Tiros,Mastered the exclusive multi-shooting skill of bows. Shoots more arrows at the same time every time using this kind of skill.,Aprendeu a habilidade de domínio de tiro múltiplo exclusiva dos arcos. É possível atirar mais flechas ao mesmo tempo com essa habilidade.,Hunter,Caçadores,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_45.png,Marksman Footstep,Passo do Atirador,"Mastered the special movement skills of bows. Movement Speed +[10,15,20]% for 5 seconds when drawing a bow, with a [5,10,15]% chance to remove most Slow effects when triggered. (CD: 8s)","Domina técnicas especiais de movimentação com arcos, aumentando a velocidade de movimento em [5,10,15]% ao puxar a corda do arco por 5 segundos. Ao ativar o bônus de velocidade, há +[10,15,20]% de chance de remover a maioria dos efeitos de lentidão. (Tempo de recarga: 8 s)",Hunter,Caçadores,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_46.png,Rapid Fire,Tiro Rápido,"An extremely challenging shot technique for archers to master. Full-charge time of bows -[15,35,55]%.","Técnica de tiro extremamente desafiadora para os arqueiros dominarem. O tempo de carga total dos arcos é reduzido em -[15,35,55]%.",Hunter,Caçadores,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_48.png,Bone-gnawing Wound,Ferida Oculta,"Not all wounds show immediately. Ranged hits have a [5,10,15]% chance to inflict a 5-second hidden wound that sends the target into a coma if they move too quickly.","Algumas dores não se manifestam de imediato. Ao atingir um alvo com arma de longo alcance, há [5,10,15]% de chance de aplicar uma ferida oculta por 5s. Durante esse período, sprintar causa tontura.",Hunter,Caçadores,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_104.png,Skill Recovery,Recuperação Habilidosa,"Times the tempo of recovery. Recovers HP equal to [15,25,35]% of the damage dealt after successfully reflecting the enemy's attack.","Acelera o tempo de recuperação. Recupera [15,25,35]% do dano causado em PV após refletir com sucesso o ataque do inimigo.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_113.png,Go for the Jugular,Direto na Jugular,"Keen as an eagle's sight. When attacking an enemy 15 meters away, the damage to weak spots +[15,20,25]%.","Visão aguçada como a de uma águia. Ao atacar um inimigo a mais de 15 m de distância, o dano causado aos seus pontos fracos aumenta em +[15,20,25]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_117.png,Mind-Heart Unison,Mente e Coração,"Launch fierce attacks; when hitting the target, has a [10,15,20]% chance to enter the heart flow, triggering all talents of self that requires triggering within [5,7.5,10]s. (Cooldown: 25s)","Ataque feroz que, ao acertar um alvo, tem [10,15,20]% de chance de entrar em um estado de fluxo, onde todos os talentos com chance de ativação são ativados por 7,5s. (CD: 25s)",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_118.png,PEN DEF,PEN DEF,"When hitting the target, there's a [5,10,15]% chance to ignore the target's DEF. (Cooldown: 2s)","Ao acertar um alvo, tem [5,10,15]% de chance de o ataque ignorar a DEF do alvo. (CD: 2s)",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_12.png,Resourceful,Engenhoso,"When self-awareness dominates the body, the likelihood of the body reacting to danger +[10,20,35]%.","Quando a autoconsciência domina o corpo, a probabilidade de o corpo reagir ao perigo aumenta em +[10,20,35]%.",,Nenhum,Positive Gifts,Positivo
https://raw.githubusercontent.com/fantasfor/soulmasktalents/main/imgs/thumb_122.png,Drunken Senses,Percepção Ébria,"Drunk in appearance, sober in spirit. Dodge [1,2,3] attacks within 15 seconds after drinking. Drinkers dodge more attacks (CD: 30 seconds).","Embriagado, mas ainda consciente. Nos 15 segundos após beber, é possível desviar de [1,2,3] ataques. Amantes da bebida ganham usos adicionais. (Tempo de recarga: 30 segundos)",,Nenhum,Positive Gifts,Positivo
